Neighborhood	Code	Description
7069.06	1520	LA ESTANCIA & REPLAT NO 1                                                                                               
7069.07	1520	WOODSDALE SEC 2 PARTIAL REPLAT                                                                                          
7070	1520	LAKEWOOD ESTS/PINEWOOD VILLAGE                                                                                          
7070.01	1520	"GREENWOOD VILLAGE SEC 2,4                                                                                               "
7071	1541	LINDALE CT                                                                                                              
7071.01	1542	AVENUE ACRES                                                                                                            
7071.02	1542	FULTON CT/AVE VILLAS/BILLINGSLEY HGTS                                                                                   
7072	1515	OAKWOOD/COLONIAL GARD'S/INDALE                                                                                          
7072.01	1514	STRATTON PLACE/OTHERS                                                                                                   
7072.02	1515	COLONIAL GARDENS/BEVERLY PLACE                                                                                          
7072.03	1514	VICTORIAN HGTS VILL & OTHERS                                                                                            
7072.04	1515	BASSWOOD PLACE                                                                                                          
7072.05	1516	JULIA FIRST ESTATE                                                                                                      
7073	1540	COLLINSWOOD/OTHERS                                                                                                      
7073.01	1540	BAY ST GARDENS                                                                                                          
7074	1521	HUNTINGTON PL + OTHERS                                                                                                  
7074.01	1541	CENTRAL GARDENS/OTHER                                                                                                   
7074.02	1530	KASHMERE                                                                                                                
7075	1521	PORTER ACRES & OTHERS                                                                                                   
7075.01	1521	ARCHER ACRES/OTHERS                                                                                                     
7075.02	1521	SUBURBAN OAKS SEC 1                                                                                                     
7075.03	1521	ARCHER ACRES & SHOREHAM PLACE                                                                                           
7076	1530	BENNINGTON PL + OTHERS                                                                                                  
7076.01	1530	TRIANGLE GARDENS/OTHERS                                                                                                 
7076.02	1530	WESCOTT GARDENS/OTHERS                                                                                                  
7076.03	1530	"WEDGEWOOD PLACE, AUTUMN PLACE, RENEE GARDENS                                                                            "
7076.04	1530	"DODSON ACRES,NORTHWOOD & OTHERS                                                                                         "
7078	1521	GREEN TIMBER HOMES TH                                                                                                   
7079	1541	BROOKESMITH                                                                                                             
7080	1542	A C ALLEN AND OTHERS                                                                                                    
7080.02	1542	PINEHURST RYON MCGOWEN DAVIS                                                                                            
7080.03	1542	A C ALLEN&LITTLE DICKINSON                                                                                              
7080.04	1542	N MAIN/HOGAN AREA T/H                                                                                                   
7081	1540	COMFORT PL AND OTHERS                                                                                                   
7100	1467	SHADY BROOK/TAMARACK                                                                                                    
7101	1462	MAGNOLIA MANOR                                                                                                          
7102	1462	ELDORADO                                                                                                                
7103	1462	O S T ACS                                                                                                               
7104	1462	GROVE TERRACE                                                                                                           
7105	1419	OAKLANE ACRES                                                                                                           
7106	1419	ROYAL TERRACE                                                                                                           
7107	1419	OATES/WALLISVILLE M/R                                                                                                   
7108	1419	MAXEY/WOODFOREST M/R                                                                                                    
7109	1419	HARBOR HOMESITE                                                                                                         
7110	1419	AUGUST/BURKE/ENGLEWD/LYONS AVE                                                                                          
7110.01	1421	LYONS REDEV                                                                                                             
7111	1419	HABIT FOR HUMANITY PK EXT & RP                                                                                          
7112	1419	DENVER ANNEX (S OF I-10 EAST)                                                                                           
7113	1419	LIBERTY HTS ANNEX                                                                                                       
7114	1419	BUENA VISTA AND OTHERS                                                                                                  
7114.01	1419	FINNIGAN PARK PLACE                                                                                                     
7115	1419	LEXINGTON/PHILLIPS                                                                                                      
7116	1419	HAILE/SWINEY                                                                                                            
7116.01	1421	WATERHILL T/H & OTHERS                                                                                                  
7116.02	1421	"COMMERCE AVENUE T/H, DECKER PLACE & OTHERS                                                                              "
7116.03	1421	STERRITT STREET SEC 1                                                                                                   
7116.04	1421	"BALLPARK 2-6, PLAZA DEL SOL & OTHERS                                                                                    "
7116.05	1421	WATERHILL HOMES ON NAVIGATION STREET                                                                                    
7116.06	1451	TALIA VILLAGE & ELITE TOWNHOMES                                                                                         
7116.07	1421	CAGE STREET LANDING                                                                                                     
7116.08	1421	UNIVERSITY GROVE                                                                                                        
7117	1420	BRADY PL/LOCKHART/NAVIGATION                                                                                            
7117.02	1421	WATERHILL HOMES ON COMMERCE STREET                                                                                      
7117.03	1420	"BRADY PLACE, NAVIGATION & OTHERS                                                                                        "
7117.1	1420	EAST DOWNTOWN/I-45/YORK/SCHRIMP                                                                                         
7118	1419	BURKE/GRAHAM/SYDNOR                                                                                                     
7118.01	1419	CARVER COURT                                                                                                            
7118.02	1421	BRINGHURST STREET TERRACE                                                                                               
7119	1463	JACINTO GDNS/OTHERS                                                                                                     
7120	1463	CLINTON PARK                                                                                                            
7121	1463	HOLIDAY FOREST/WOODSHADOWS                                                                                              
7122	1463	WOOD BAYOU                                                                                                              
7123	1463	WOOD SHADOWS                                                                                                            
7124	1463	GREENS BAYOU PARK/VAN ZANDT                                                                                             
7125	1463	PLEASANTVILLE                                                                                                           
7126	1463	PORT HOUSTON                                                                                                            
7126.01	1421	A&K CUSTOM HOMES ON SIDNEY                                                                                              
7126.02	1421	CITYVIEW TERRACES/PARK AT NANCE                                                                                         
7127	1426	SENECHAL/OTHERS                                                                                                         
7128	1420	L B MOODY/OTHERS                                                                                                        
7129	1426	BROADMOOR                                                                                                               
7130	1420	EASTLAWN/OTHERS                                                                                                         
7130.01	1421	SIMMS WOODS PAR R/P & EXTN                                                                                              
7131	1420	GEORGIA/OTHERS                                                                                                          
7132	1420	HOUSTON CC PL/SIMS WOODS                                                                                                
7133	1426	PLAZA PL/OTHERS                                                                                                         
7134	1426	FOREST HILL                                                                                                             
7135	1426	MASON PARK                                                                                                              
7136	1420	FULLERTON PL/OTHERS                                                                                                     
7137	1420	CENTRAL PARK                                                                                                            
7138	1420	MAGNOLIA PARK / GARZA                                                                                                   
7138.01	1421	AVENUE B TOWNHOMES                                                                                                      
7139	1420	PINEDALE/PINEVIEW MANOR                                                                                                 
7140	1427	IDYLWOOD                                                                                                                
7141	1420	PECAN PK/WOODRIDGE/ENFIELD                                                                                              
7141.01	1420	WOODRIDGE SQUARE                                                                                                        
7142	1427	FAIRWAY COURTS                                                                                                          
7143	1420	HARRISBURG/ KELLOGG EST                                                                                                 
7144	1420	GLOVERDALE/OTHERS                                                                                                       
7144.01	1421	EXPLORER ESTATES                                                                                                        
7145	1420	SHERMANDALE/OTHERS                                                                                                      
7146	1429	MANCHESTER                                                                                                              
7147	1426	ALLENDALE                                                                                                               
7148	1465	PARK PLACE                                                                                                              
7149	1465	ACRE VILLA                                                                                                              
7150	1465	SHADY PARK                                                                                                              
7151	1429	ALLENDALE/BELLNOLE                                                                                                      
7152	1465	SAM HOUSTON GARDENS                                                                                                     
7153	1465	OAK MEADOWS                                                                                                             
7153.01	1465	OAK MEADOWS                                                                                                             
7153.02	1465	FOREST OAKS/OAK MEADOWS                                                                                                 
7153.03	1465	MEADOWBROOK NORTH OF HOWARD                                                                                             
7153.04	1465	BARKLEY                                                                                                                 
7154	1461	BROOK GLEN PLACE                                                                                                        
7154.01	1461	CIELO VISTA                                                                                                             
7155	1461	MEADOW CREEK VILLAGE                                                                                                    
7156	1461	MEADOW CREEK 1                                                                                                          
7157	1466	"MEADOW CREEK 11,12 R/P EXT. 2                                                                                           "
7157.1	1461	MEADOWCREEK VILLAGE T/H                                                                                                 
7158	1419	HOUSTON HARBOR S                                                                                                        
7159	1419	DENVER ANNEX                                                                                                            
7160	1419	LIBERTY HEIGHTS E                                                                                                       
7161	1419	LIBERTY HEIGHTS W                                                                                                       
7162	1419	DENVER (NORTH OF I-10)                                                                                                  
7162.01	1419	DENVER R/P                                                                                                              
7163	1462	WYNNEWOOD ACS                                                                                                           
7163.01	1462	WYNNEWOOD GARDENS SEC 2                                                                                                 
7164	1462	WALLISVILLE GARDENS                                                                                                     
7165	1462	GREENS BAYOU ESTATES                                                                                                    
7166	1463	SONGWOOD N 1/2                                                                                                          
7167	1463	SONGWOOD S 1/2                                                                                                          
7168	1463	MEADOWOOD ESTATES                                                                                                       
7169	1463	CLINTONVIEW                                                                                                             
7170	1463	PLEASANTVILLE                                                                                                           
7171	1419	MAGNOLIA PARK R/P                                                                                                       
7172	1419	FINDLAY COURT                                                                                                           
7173	1429	MEADOWCREEK VILL 11 PT RES B                                                                                            
7400	1205	EDGEMONT/VASSAR PL                                                                                                      
7400.01	1205	PT N. EDGEMONT (VASSER)                                                                                                 
7401	1205	RANCH ESTS                                                                                                              
7401.01	1205	TURNER NP                                                                                                               
7401.02	1205	"S. END VILLA, LOTSWOLD CT                                                                                               "
7402	1203	BROAD ACRES                                                                                                             
7404	1204	W. EDGEMONT/ORMAND PL (S.)                                                                                              
7405	1205	W. EDGEMONT/ORMAND PL (NORTH)                                                                                           
7405.01	1202	CHEVY CHASE / TURNER ROW T/H                                                                                            
7405.02	1202	S. HAMPTON PL. / TURNER ROW TH                                                                                          
7405.03	1202	EDGEMONT/JANDOR GDNS ROW T/H                                                                                            
7405.04	1202	WINDEMERE ROW T/H /AND OTHERS                                                                                           
7405.05	1205	VASSAR COURT                                                                                                            
7405.06	1202	PT TURNER NP T/H                                                                                                        
7405.07	1283	OAKS OF CAROLINE                                                                                                        
7405.08	1202	SOUTHAMPTON LIVE/WORK TH                                                                                                
7405.09	1283	"PROSPECT ST, LABRANCH PL T/H                                                                                            "
7406	1205	CHEVY CHASE                                                                                                             
7407	1205	SOUTHAMPTON PLACE                                                                                                       
7407.01	1205	"WROXTON, SOUTHAMPTON CT                                                                                                 "
7407.02	1205	BISSONNETT M/R                                                                                                          
7407.03	1206	SOUTHAMPTON ESTATE                                                                                                      
7407.04	1206	CHEYENE WALK                                                                                                            
7408	1204	CHEROKEE                                                                                                                
7409	1204	RICE BLVD                                                                                                               
7410	1205	SOUTHAMPTON PL (S. OF SUNSET)                                                                                           
7411	1203	SHADYSIDE                                                                                                               
7411.01	1204	WAVERLY CT/SHADOW LAWN                                                                                                  
7411.02	1204	OAK SHADOWS                                                                                                             
7411.03	1205	JANDON GARDEN/LASSETER ESTATE                                                                                           
7411.04	1204	THIRTY SUNSET                                                                                                           
7412	1209	SOUTHGATE                                                                                                               
7413	1209	SOUTHGATE ANNEX                                                                                                         
7414	1209	"SOUTHGATE PT. 2,3                                                                                                       "
7414.01	1209	SOUTHGATE BLVD                                                                                                          
7414.02	1205	SOUTHGATE MULTI-FAM                                                                                                     
7414.03	1202	BRAESWOOD AREA TOWNHOMES                                                                                                
7414.04	1202	SOUTHGATE TOWNHOMES                                                                                                     
7415	1207	BRAESWOOD (SOUTH)/DEVON EST                                                                                             
7415.01	1207	"BRAESWOOD #1 EXPT. PT BLK 6,7                                                                                           "
7417	1207	BRAESWOOD (N)                                                                                                           
7419	1209	BRENTWOOD/PT. CAROLINE PL                                                                                               
7420	1209	WESSEX/WINDERMERE                                                                                                       
7421	1205	SOUTHAMPTON PL. EXT.                                                                                                    
7421.01	1205	GREENBRIAR                                                                                                              
7421.02	1206	NORTHHAMPTON PLACE PH                                                                                                   
7421.03	1206	NORTH BOULEVARD PARK                                                                                                    
7421.04	1206	SOUTH BOULEVARD PARK                                                                                                    
7422	1205	SUNSET BLVD.                                                                                                            
7423	1219	WEST U PEMBERTON                                                                                                        
7423.01	1221	WEST U PEMBERTON PT                                                                                                     
7424	1207	HERMAN PARK LOFTS T/H                                                                                                   
7425	1219	"WEST U,RICE CT                                                                                                          "
7425.01	1219	"WEST U,MONTICELLO                                                                                                       "
7425.02	1208	"WEST U, ALL ROW T/H                                                                                                     "
7425.03	1208	"ANNAPOLIS COURT,BROMPTON TERR                                                                                           "
7425.04	1208	THE COURTS OF WROXTON RD                                                                                                
7426	1222	"WEST U,EVANSTON & OTHERS                                                                                                "
7426.01	1222	"WEST U,TANGLEY & OTHERS                                                                                                 "
7427	1221	"WEST U,SOUTHEAST                                                                                                        "
7427.01	1221	"WEST U,SOUTHWEST                                                                                                        "
7427.02	1221	"WEST U,NORTH CENTRAL                                                                                                    "
7427.03	1221	"WEST U,NORTHCENTRAL                                                                                                     "
7433	1223	SOUTHSIDE PL N&S                                                                                                        
7433.01	1208	SOUTHSIDE CIRCLE                                                                                                        
7433.02	1208	CRAIN SQUARE                                                                                                            
7434	1223	SOUTHSIDE PL (CENTRAL)                                                                                                  
7435	1221	"WEST U,SUNSET TERR/OTHERS                                                                                               "
7436	1222	"WEST U,KENT PLACE 1,2                                                                                                   "
7437	1220	"WEST U,CUNNINGHAM TER/OTHERS                                                                                            "
7438	1220	"WEST U,MATHEWS PL/OTHERS                                                                                                "
7439	1220	"WEST U,COLLEGEVIEW/OTHERS                                                                                               "
7440	1220	"WEST U,COLONIAL TERR 2&C                                                                                                "
7440.01	1208	COLLEGE PARK PH                                                                                                         
7441	1220	"WEST U,COLONIAL TERR 1,2&C/OTH                                                                                          "
7442	1211	LAMONT                                                                                                                  
7443	1211	TERRELVIEW PLACE                                                                                                        
7443.01	1211	LIVE OAK STREET/KEEPS                                                                                                   
7443.02	1211	SYLVANIA COURTS                                                                                                         
7443.03	1212	MULBERRY ESTATES ZONING                                                                                                 
7443.04	1212	WESTMORELAND FARMS PT BLK 1                                                                                             
7443.05	1212	"WESTMORELAND FARM PT BLK 1,4&5                                                                                          "
7443.06	1211	PIN OAK ESTATES & TEAS ESTATES                                                                                          
7443.07	1211	PARK AT BELLAIRE                                                                                                        
7443.08	1216	GEORGETOWN SQUARE T/H                                                                                                   
7443.09	1216	TOWN OAKS PLACE ROW T/H                                                                                                 
7444	1224	SUNSET TERR(N OF BISSONNET)                                                                                             
7444.01	1224	COLLEGE CT PL.                                                                                                          
7444.02	1225	COLLEGE CT. PL. (ROW T/HS)(91)                                                                                          
7444.03	1225	DRAKE/LAW COURT                                                                                                         
7445	1224	WEST U - COLLEGE CT PL                                                                                                  
7445.01	1224	WEST U - COLLEGE CT PL (BACKS RR)                                                                                       
7445.02	1220	WEST U - COLONIAL TERRACE (BACKS RR)                                                                                    
7446	1211	MULBERRY MANOR                                                                                                          
7446.02	1211	OAKDALE/TENBROOK PL                                                                                                     
7446.03	1211	FOURNACE GARDENS                                                                                                        
7446.04	1216	BASSWOOD PLACE ROW T/H                                                                                                  
7446.05	1211	BELLAIRE GARDENS                                                                                                        
7447	1226	SOUTHERN OAKS 1                                                                                                         
7447.01	1226	BRAES HEIGHTS                                                                                                           
7447.06	1226	AYRSHIRE SEC 1-5                                                                                                        
7447.07	1226	AYRSHIRE SEC 6-14                                                                                                       
7447.08	1208	UNIVERSITY SQUARE T/H                                                                                                   
7447.09	1226	BRADFORD PLACE                                                                                                          
7447.1	1208	GRAMERCY PARK TH                                                                                                        
7448	1229	BRAES TERR/KNOLLWOOD VILLAGE                                                                                            
7448.01	1229	BRAES TERR/KNOLLWOOD VILLAGE                                                                                            
7448.02	1227	"CAMBRIDGE GREEN #1,2,3 R/P                                                                                              "
7448.03	1208	BRADFORD PLACE GARDEN HOMES                                                                                             
7448.04	1208	BROMPTON SQUARE                                                                                                         
7448.05	1208	GRAMERCY PARK                                                                                                           
7448.06	1208	GRAMERCY COURT                                                                                                          
7448.07	1208	WOODSHRE VILLAGE ESTATES                                                                                                
7449	1229	WESTRIDGE                                                                                                               
7450	1230	LINKWOOD/BRAES MANOR                                                                                                    
7450.01	1240	TIMBERSIDE CIRCLE                                                                                                       
7450.02	1240	PEMBERTON CIRCLE                                                                                                        
7452	1230	WOODSIDE                                                                                                                
7453	1230	WOODSHIRE                                                                                                               
7453.01	1231	TOWNHOUSE MANOR                                                                                                         
7454	1232	WESTWOOD #4                                                                                                             
7454.01	1232	WESTWOOD PT. 1                                                                                                          
7454.02	1232	"WESTWOOD #2, PT 1                                                                                                       "
7454.03	1241	CONTEMPORARY PLAZA SEC 1                                                                                                
7454.04	1241	BUFFALO SPEEDWAY ADDITION                                                                                               
7454.05	1241	BEDFORD FALLS/LAKE POINTE                                                                                               
7454.06	1241	PARK AT CLEARVIEW & AMENDING NO 1                                                                                       
7454.07	1241	WOODWIND ESTATES                                                                                                        
7454.08	1241	CONTEMPORARY MAIN PLAZA                                                                                                 
7454.09	1241	ALBION 2ND PAR R/P                                                                                                      
7455	1233	WILLOW MEADOWS (N. OF LOOP)                                                                                             
7455.01	1233	WILLOW MEADOWS (S. OF LOOP)                                                                                             
7455.02	1233	WILLOW MEADOWS (S. OF BELLFORT                                                                                          
7457	1214	SOUTHDALE (5651)                                                                                                        
7457.02	1212	CRANFORD PLACE                                                                                                          
7457.03	1217	OLEANDER/OTHERS (5520.4)                                                                                                
7457.04	1217	POST OAK TERR/OTHERS (5520.4)                                                                                           
7457.05	1216	BOULEVARD PLACE ROW T/H                                                                                                 
7458.01	1234	"WILLOWBEND #2,4,5                                                                                                       "
7458.02	1234	WILLOWBEND (WILLOW BROOK)                                                                                               
7459	1234	POST OAK MANOR                                                                                                          
7459.01	1241	BENNING POINTE                                                                                                          
7460	1238	"ROBINDELL #4,5                                                                                                          "
7460.01	1238	BRAEBURN TERR #2 (S.S.)                                                                                                 
7460.02	1238	BRAEBURN TERR #2 (N.S.)                                                                                                 
7460.03	1238	"ROBINDELL #1,2,3                                                                                                        "
7461	1238	BRAES TIMBERS                                                                                                           
7461.01	1238	LARKWOOD                                                                                                                
7462	1239	"BRAEBURN VALLEY #1,2                                                                                                    "
7462.01	1239	BONHAM ACRES #1                                                                                                         
7462.02	1242	BONHAM ACRES #2                                                                                                         
7462.03	1242	BONHAM ACRES #3                                                                                                         
7462.04	1242	BRAES BEND                                                                                                              
7466	1239	BRAEBURN ACRES                                                                                                          
7468	1243	BRAEBURN VALLEY WEST #1                                                                                                 
7468.01	1243	BRAEBURN VALLEY WEST #2                                                                                                 
7468.02	1245	BRAEBURN GARDENS (N. OF BELFT)                                                                                          
7468.03	1247	WESTBRAE VILLAGE                                                                                                        
7468.04	1247	WESTBRAE GARDENS                                                                                                        
7468.05	1243	SUMIC LIVING                                                                                                            
7469	1244	"GLENSHIRE #2,4,6,8                                                                                                      "
7469.01	1244	"GLENSHIRE #1,3,5,7,9                                                                                                    "
7469.02	1245	BRAEBURN GARDENS(S. OF BELFRT)                                                                                          
7469.03	1246	VILLAGE OF TALBOTS MILL 1                                                                                               
7469.04	1246	VILLAGE OF SAWYERS CROSSINGS                                                                                            
7469.05	1244	VILLAGE OF SANDERS RIDGE                                                                                                
7469.06	1246	VILLAGES OF GLENSHIRE                                                                                                   
7470	1247	SOUTH MEADOW #2                                                                                                         
7470.01	1247	SOUTH MEADOW #3                                                                                                         
7470.02	1247	SOUTH MEADOW P.H. #1                                                                                                    
7470.03	1247	SOUTH MEADOW P.H. #2/OTHER                                                                                              
7470.04	1248	"THE LAKES OF FONDREN #1,2                                                                                               "
7470.05	1248	FRONTENAC                                                                                                               
7470.06	1247	SOUTH MEADOW #6                                                                                                         
7470.07	1246	WEST FONDREN PLACE #2                                                                                                   
7470.08	1247	GESSPORT P.H.                                                                                                           
7470.09	1246	"FONDREN GROVE #1A,1B,2,3                                                                                                "
7470.1	1247	VENETIAN LUXURY HOMES                                                                                                   
7471	1235	WESTBURY #1                                                                                                             
7471.06	1247	WESTBRAE COURT #1 R/P                                                                                                   
7472	1235	WESTBURY #2                                                                                                             
7473	1235	WESTBURY #2 PT.3                                                                                                        
7474	1253	SOUTHWOOD PLACE #1-4                                                                                                    
7474.01	1253	ARBOR MEADOW/S.WOOD PL #5 R/P                                                                                           
7474.02	1253	SOUTHWOOD PL #6 R/P                                                                                                     
7474.03	1253	OLD CHATHAM/SOUTHWOOD CT #1                                                                                             
7474.04	1253	"FONDREN GREEN #1,2                                                                                                      "
7474.05	1253	SOUTHWOOD COURTS #1                                                                                                     
7474.06	1250	SOUTHWOOD PLACE T/H (1991)                                                                                              
7474.07	1253	SOUTHWOOD PLACE R/P SEC.5                                                                                               
7474.08	1248	LAKES OF FONDREN SEC 2                                                                                                  
7474.09	1253	SOUTHWOOD COURTS #1                                                                                                     
7474.2	1250	FONDREN SOUTHWEST TEMPOS APTS                                                                                           
7475	1236	WESTBURY SEC 3                                                                                                          
7476	1235	PARKWEST/WESTBURY R/P #5                                                                                                
7477	1236	WESTBURY #3 R/P                                                                                                         
7478	1236	WESTBURY #4                                                                                                             
7478.01	1250	STONE'S THROW                                                                                                           
7479	1236	WESTBURY SOUTH                                                                                                          
7480	1236	WESTBURY (S.W.)                                                                                                         
7481	1236	PARKWEST 3                                                                                                              
7482	1235	WESTBURY #5                                                                                                             
